,N° Processo,N° Contrato,Modalidade,Tipo,Data do Aditivo,Abertura,Objeto,Valor,Datas,Situação,Editais de Licitação e Demais Arquivos,
28, 000056/2020," 0206/2020
",Tomada de Preços,Menor Preço,,04/08/2020,"CONTRATACAO DE EMPRESA PARA OS SERVICOS DE RECAPEAMENTO ASFALTICO DA RUA PREFEITO JOSE SIQUEIRA CHISTE, RUA SAO VICENTE, RUA JOAQUIM FERREIRA PRADO, RUA HERMENEGILDO ADAMI, RUA FREDERICO OZANAN, RUA EUGENIO CLETO, RUA JOSE ALVES NOGUEIRA, RUA PRESIDENTE ARTHUR BERNARDES, RUA ERNESTO MARQUES, RUA MAJOR SEVERIANO DE FARIA, AV. FERNAO DIAS - FAIXA, AV. SATURNINO DE FARIA, RUA ANTONIO MARIANO SILVA E RUA MARIA CLEMENTINA SIQUEIRA NA CIDADE DE CAREACU/MG.",231920.98,"Edital: 16/07/2020
Homologação: 10/08/2020
Julgamento: 04/08/2020
Adjudicação: 04/08/2020
Data de publicação: 16/07/2020
Prazo de Execução: 1 Mes
",Finalizado,,
29, 000055/2020," 0237/2020
 0236/2020
 0235/2020
 0232/2020
 0226/2020
 0234/2020
 0227/2020
 0231/2020
 0233/2020
 0230/2020
 0225/2020
 0228/2020
 0229/2020
",Pregão,Menor Preço,,28/07/2020,AQUISICAO DE MATERIAL ESCOLAR PARA A MANUTENCAO DO SETOR DE EDUCACAO MUNICIPAL E MATERIAIS DIVERSOS PARA A MANUTENCAO DOS SETORES DA ADMINISTRACAO MUNICIPAL.,386574.2,"Edital: 13/07/2020
Homologação: 20/08/2020
Julgamento: 28/07/2020
Adjudicação: 20/08/2020
Data de publicação: 13/07/2020
Prazo de Execução: 12 Meses
",Finalizado,,
30, 000054/2020," 0204/2020
",Pregão,Menor Preço,,21/07/2020,AQUISICAO DE 01 (UM) VEICULO 0 (ZERO) KM PARA O ATENDIMENTO AO SETOR DE EDUCACAO DESTE MUNICIPIO.,98900,"Edital: 07/07/2020
Homologação: 05/08/2020
Julgamento: 21/07/2020
Adjudicação: 05/08/2020
Data de publicação: 07/07/2020
Prazo de Execução: 12 Meses
",Finalizado,,
31, 000053/2020," 0188/2020
",Dispensa,Menor Preço,,08/07/2020,CONTRATACAO DE EMPRESA PARA FORNECIMENTO DE FRALDAS GERIATRICAS EM ATENDIMENTO AOS SETORES DE SAUDE E ASSISTENCIA SOCIAL DESTE MUNICIPIO.,16842,"Homologação: 08/07/2020
Julgamento: 08/07/2020
Adjudicação: 08/07/2020
Prazo de Execução: 12 Meses
",Finalizado,,
32, 000052/2020," 0200/2020
",Pregão,Menor Preço,,15/07/2020,"CONTRATACAO DE PRESTACAO DE SERVICOS, COM UMA MAQUINA ESCAVADEIRA HIDRAULICA E UMA MAQUINA RETROESCAVADEIRA, PARA EXECUCAO DE SERVICOS DIVERSOS COMO MANUTENCAO DE ESTRADAS VICINAIS E DE VIAS URBANAS E LOGRADOUROS, ATERROS, DESATERROS, REGULARIZACAO E LIMPEZA DE VIAS URBANAS, PAVIMENTACAO COM CASCALHO DE ESTRADAS MUNICIPAIS, ABERTURA DE VALAS, DRENAGEM, SERVICOS NO DEPOSITO DE LIXO MUNICIPAL ETC.",395000,"Edital: 30/06/2020
Homologação: 21/07/2020
Julgamento: 15/07/2020
Adjudicação: 15/07/2020
Data de publicação: 30/06/2020
Prazo de Execução: 12 Meses
",Finalizado,,
33, 000052/2020 / A," 0200/2020 / ADITIVO
",Pregão,Menor Preço,21/07/2021,15/07/2020,"CONTRATACAO DE PRESTACAO DE SERVICOS, COM UMA MAQUINA ESCAVADEIRA HIDRAULICA E UMA MAQUINA RETROESCAVADEIRA, PARA EXECUCAO DE SERVICOS DIVERSOS COMO MANUTENCAO DE ESTRADAS VICINAIS E DE VIAS URBANAS E LOGRADOUROS, ATERROS, DESATERROS, REGULARIZACAO E LIMPEZA DE VIAS URBANAS, PAVIMENTACAO COM CASCALHO DE ESTRADAS MUNICIPAIS, ABERTURA DE VALAS, DRENAGEM, SERVICOS NO DEPOSITO DE LIXO MUNICIPAL ETC.",395000,"Edital: 30/06/2020
Homologação: 21/07/2020
Julgamento: 15/07/2020
Adjudicação: 15/07/2020
Data de publicação: 30/06/2020
Prazo de Execução: 12 Meses
",Finalizado,,
34, 000051/2020,,Pregão,Menor Preço,,14/07/2020,EVENTUAL E FUTURA AQUISICAO DE PECAS ORIGINAIS PARA VEICULOS AUTOMOTORES E MAQUINAS PERTENCENTES A FROTA DO MUNICIPIO DE CAREACU/MG.,Maior Desconto,"Edital: 26/06/2020
Homologação: 20/07/2020
Julgamento: 14/07/2020
Adjudicação: 14/07/2020
Data de publicação: 26/06/2020
Prazo de Execução: 12 Meses
",Finalizado,,
35, 000050/2020," 0192/2020
 0191/2020
",Pregão,Menor Preço,,10/07/2020,AQUISICAO DE TUBOS DE CONCRETO PARA O ATENDIMENTO AO SETOR DE OBRAS E SERVICOS URBANOS DO MUNICIPIO DE CAREACU-MG.,23070,"Edital: 25/06/2020
Homologação: 16/07/2020
Julgamento: 10/07/2020
Adjudicação: 10/07/2020
Data de publicação: 25/06/2020
Prazo de Execução: 12 Meses
",Finalizado,,
36, 000049/2020," 0171/2020
",Dispensa,Menor Preço,,24/06/2020,CONTRATACAO DE EMPRESA PARA SERVICOS DE TERMONEBULIZACAO E DESRATIZACAO NAS GALERIAS DE AGUAS PLUVIAIS MUNICIPAIS.,5000,"Homologação: 24/06/2020
Julgamento: 24/06/2020
Adjudicação: 24/06/2020
Prazo de Execução: 1 Mes
",Finalizado,,
37, 000048/2020," 0187/2020
",Pregão,Menor Preço,,02/07/2020,AQUISICAO DE 01 (UM) VEICULO 0 (ZERO) KM PARA O ATENDIMENTO A SECRETARIA MUNICIPAL DE ASSISTENCIA SOCIAL DESTE MUNICIPIO.,60265,"Edital: 17/06/2020
Homologação: 08/07/2020
Julgamento: 02/07/2020
Adjudicação: 02/07/2020
Data de publicação: 17/06/2020
Prazo de Execução: 12 Meses
",Finalizado,,
38, 000047/2020," 0182/2020
 0181/2020
 0183/2020
 0180/2020
 0184/2020
 0186/2020
 0185/2020
",Pregão,Menor Preço,,30/06/2020,AQUISICAO DE MATERIAL ODONTOLOGICO PARA MANUTENCAO DA SECRETARIA DE SAUDE MUNICIPAL,148803.61,"Edital: 15/06/2020
Homologação: 06/07/2020
Julgamento: 30/06/2020
Adjudicação: 30/06/2020
Data de publicação: 15/06/2020
Prazo de Execução: 12 Meses
",Finalizado,,
39, 000046/2020," 0179/2020
 0178/2020
",Pregão,Menor Preço,,25/06/2020,"CONTRATACAO DE EMPRESA PARA FORNECIMENTO DE MEDICAMENTOS SIMILAR E GENERICO, COM MAIOR DESCONTO (%) NA TABELA OFICIAL DA CMED/ANVISA, EM ATENDIMENTO DO SETOR DA SAUDE E DA ASSISTENCIA SOCIAL DA PREFEITURA MUNICIPAL DE CAREACU/MG.",Maior Desconto,"Edital: 08/06/2020
Homologação: 02/07/2020
Julgamento: 25/06/2020
Adjudicação: 25/06/2020
Data de publicação: 08/06/2020
Prazo de Execução: 12 Meses
",Finalizado,,
40, 000045/2020," 0164/2020
",Dispensa,Menor Preço,,04/06/2020,CONTRATACAO DE EMPRESA PARA FORNECIMENTO DE 01 (UM) DRONE PARA O SETOR DE SAUDE MUNICIPAL PARA O CONTROLE DE DOENCAS EPIDEMIOLOGICAS E VIGILANCIA SANITARIA.,6285,"Homologação: 04/06/2020
Julgamento: 04/06/2020
Adjudicação: 04/06/2020
Prazo de Execução: 12 Meses
",Finalizado,,
41, 000044/2020," 0173/2020
 0173/2020
 0173/2020
",Tomada de Preços,Menor Preço,,19/06/2020,"CONTRATACAO DE EMPRESA DO RAMO (ESPECIALIZADA), PARA REFORMA DA ESCOLA MUNICIPAL COMENDADOR ANTONIO FLORENCIO NOGUEIRA.",472016.11,"Edital: 01/06/2020
Homologação: 29/06/2020
Julgamento: 19/06/2020
Adjudicação: 19/06/2020
Data de publicação: 02/06/2020
Prazo de Execução: 3 Meses
",Finalizado,,
42, 000044/2020 / A," 0173/2020 / ADITIVO
",Tomada de Preços,Menor Preço,22/02/2021,19/06/2020,"CONTRATACAO DE EMPRESA DO RAMO (ESPECIALIZADA), PARA REFORMA DA ESCOLA MUNICIPAL COMENDADOR ANTONIO FLORENCIO NOGUEIRA.",54169.63,"Edital: 01/06/2020
Homologação: 29/06/2020
Julgamento: 19/06/2020
Adjudicação: 19/06/2020
Data de publicação: 02/06/2020
Prazo de Execução: 3 Meses
",Finalizado,,
43, 000042/2020," 0167/2020
",Pregão,Menor Preço,,09/06/2020,"AQUISICAO DE SEIXO ROLADO, AREIA E CASCALHO LAVADO, PARA USO NO SETOR DE ESTRADA DE RODAGEM E OBRAS DESTE MUNICIPIO.",120197,"Edital: 25/05/2020
Homologação: 17/06/2020
Julgamento: 09/06/2020
Adjudicação: 09/06/2020
Data de publicação: 25/05/2020
Prazo de Execução: 12 Meses
",Finalizado,,
44, 000041/2020," 0199/2020
",Tomada de Preços,Menor Preço,,16/06/2020,"CONTRATACAO DE EMPRESA PARA OS SERVICOS DE RECAPEAMENTO ASFALTICO DA RUA FRANCISCO GONCALVES TEIXEIRA, RUA JOSE ANSELMO DA COSTA, RUA JOSE SILVERIO DA SILVA, RUA JOAO FERREIRA DA SILVA, RUA JOAQUIM CHISTE, RUA ANTONIO SOARES PINHO E TRAVESSA ANTONIO SOARES PINHO NA CIDADE DE CAREACU/MG.",197000.14,"Edital: 25/05/2020
Homologação: 20/07/2020
Julgamento: 16/06/2020
Adjudicação: 20/07/2020
Data de publicação: 25/05/2020
Prazo de Execução: 1 Mes
",Finalizado,,
45, 000041/2020 / A," 0199/2020 / ADITIVO
",Tomada de Preços,Menor Preço,14/08/2020,16/06/2020,"CONTRATACAO DE EMPRESA PARA OS SERVICOS DE RECAPEAMENTO ASFALTICO DA RUA FRANCISCO GONCALVES TEIXEIRA, RUA JOSE ANSELMO DA COSTA, RUA JOSE SILVERIO DA SILVA, RUA JOAO FERREIRA DA SILVA, RUA JOAQUIM CHISTE, RUA ANTONIO SOARES PINHO E TRAVESSA ANTONIO SOARES PINHO NA CIDADE DE CAREACU/MG.",2467.4,"Edital: 25/05/2020
Homologação: 20/07/2020
Julgamento: 16/06/2020
Adjudicação: 20/07/2020
Data de publicação: 25/05/2020
Prazo de Execução: 1 Mes
",Finalizado,,
46, 000040/2020," 0165/2020
",Pregão,Menor Preço,,02/06/2020,CONTRATACAO DE UMA EMPRESA ESPECIALIZADA PARA PRODUCAO E FORNECIMENTO DE SALGADOS E BOLOS DIVERSOS,53250,"Edital: 18/05/2020
Homologação: 08/06/2020
Julgamento: 02/06/2020
Adjudicação: 02/06/2020
Data de publicação: 18/05/2020
Prazo de Execução: 12 Meses
",Finalizado,,
47, 000039/2020," 0163/2020
",Pregão,Menor Preço,,28/05/2020,AQUISICAO DE 01 (UM) VEICULO CAMIONETE CABINE SIMPLES (PICKUP PEQUENA) 0 KM PARA O ATENDIMENTO AO SETOR DE OBRAS DO MUNICIPIO DE CAREACU-MG.,54500,"Edital: 14/05/2020
Homologação: 03/06/2020
Julgamento: 28/05/2020
Adjudicação: 28/05/2020
Data de publicação: 14/05/2020
Prazo de Execução: 12 Meses
",Finalizado,,
48, 000037/2020," 0152/2020
 0151/2020
",Pregão,Menor Preço,,22/05/2020,"CONTRATACAO DE SERVICOS DE SINALIZACAO DE TRANSITO, CONFECCAO E INSTALACAO DE POSTE - COLUNA DE ACO EM TUBO, CONJUNTO DE PLACA DE LOGRADOURO, PLACA E POSTE AEREO, TACHAS COM REFLETIVOS BIDIRECIONAIS, LETREIROS, PLACA GRAVADA EM ACO INOX, QUADROS INDICATIVOS EM PLACA EM ACM, PLACA INAUGURACAO EM CHAPA DE ACO INOX ESCOVADO, CONJUNTO DE BANDEIRAS E TOLDO PARA O ATENDIMENTO AO MUNICIPIO DE CAREACU/MG.",195527,"Edital: 06/05/2020
Homologação: 28/05/2020
Julgamento: 22/05/2020
Adjudicação: 22/05/2020
Data de publicação: 07/05/2020
Prazo de Execução: 12 Meses
",Finalizado,,
49, 000037/2020 / A," 0151/2020 / ADITIVO
",Pregão,Menor Preço,23/09/2020,22/05/2020,"CONTRATACAO DE SERVICOS DE SINALIZACAO DE TRANSITO, CONFECCAO E INSTALACAO DE POSTE - COLUNA DE ACO EM TUBO, CONJUNTO DE PLACA DE LOGRADOURO, PLACA E POSTE AEREO, TACHAS COM REFLETIVOS BIDIRECIONAIS, LETREIROS, PLACA GRAVADA EM ACO INOX, QUADROS INDICATIVOS EM PLACA EM ACM, PLACA INAUGURACAO EM CHAPA DE ACO INOX ESCOVADO, CONJUNTO DE BANDEIRAS E TOLDO PARA O ATENDIMENTO AO MUNICIPIO DE CAREACU/MG.",15500,"Edital: 06/05/2020
Homologação: 28/05/2020
Julgamento: 22/05/2020
Adjudicação: 22/05/2020
Data de publicação: 07/05/2020
Prazo de Execução: 12 Meses
",Finalizado,,
50, 000036/2020," 0170/2020
 0170/2020
 0170/2020
",Tomada de Preços,Menor Preço,,21/05/2020,CALCAMENTO EM BLOQUETES DE CONCRETO SEXTAVADOS NA ESTRADA VICINAL BAIRRO DA PENHA E BAIRRO CORREGO FUNDO NO MUNICIPIO DE CAREACU/MG.,1284663.53,"Edital: 04/05/2020
Homologação: 24/06/2020
Julgamento: 21/05/2020
Adjudicação: 18/06/2020
Data de publicação: 05/05/2020
Prazo de Execução: 6 Meses
",Finalizado,,
51, 000036/2020 / A," 0170/2020 / ADITIVO
",Tomada de Preços,Menor Preço,22/01/2021,21/05/2020,CALCAMENTO EM BLOQUETES DE CONCRETO SEXTAVADOS NA ESTRADA VICINAL BAIRRO DA PENHA E BAIRRO CORREGO FUNDO NO MUNICIPIO DE CAREACU/MG.,89349.84,"Edital: 04/05/2020
Homologação: 24/06/2020
Julgamento: 21/05/2020
Adjudicação: 18/06/2020
Data de publicação: 05/05/2020
Prazo de Execução: 6 Meses
",Finalizado,,
52, 000036/2020 / B," 0170/2020 / ADITIVO
",Tomada de Preços,Menor Preço,03/08/2021,21/05/2020,CALCAMENTO EM BLOQUETES DE CONCRETO SEXTAVADOS NA ESTRADA VICINAL BAIRRO DA PENHA E BAIRRO CORREGO FUNDO NO MUNICIPIO DE CAREACU/MG.,357608.96,"Edital: 04/05/2020
Homologação: 24/06/2020
Julgamento: 21/05/2020
Adjudicação: 18/06/2020
Data de publicação: 05/05/2020
Prazo de Execução: 6 Meses
",Finalizado,,
53, 000034/2020," 0118/2020
",Dispensa,Menor Preço,,27/04/2020,"LOCACAO DE MAQUINAS COPIADORAS, EM ATENDIMENTO AOS SETORES DA SAUDE, EDUCACAO E ADMINISTRACAO MUNICIPAL.",8280,"Homologação: 27/04/2020
Julgamento: 27/04/2020
Adjudicação: 27/04/2020
Prazo de Execução: 12 Meses
",Finalizado,,
54, 000034/2020 / A," 0118/2020 / ADITIVO
",Dispensa,Menor Preço,27/05/2020,27/04/2020,"LOCACAO DE MAQUINAS COPIADORAS, EM ATENDIMENTO AOS SETORES DA SAUDE, EDUCACAO E ADMINISTRACAO MUNICIPAL.",1897.5,"Homologação: 27/04/2020
Julgamento: 27/04/2020
Adjudicação: 27/04/2020
Prazo de Execução: 12 Meses
",Finalizado,,
55, 000033/2020," 0149/2020
 0148/2020
",Pregão,Menor Preço,,12/05/2020,CONTRATACAO DE EMPRESA PARA AQUISICAO DE ACADEMIA AO AR LIVRE PARA O MUNICIPIO DE CAREACU/MG.,20390,"Edital: 24/04/2020
Homologação: 19/05/2020
Julgamento: 12/05/2020
Adjudicação: 12/05/2020
Data de publicação: 24/04/2020
Prazo de Execução: 12 Meses
",Finalizado,,
56, 000032/2020," 0144/2020
",Pregão,Menor Preço,,05/05/2020,"AQUISICAO DE CESTAS BASICAS PARA O ATENDIMENTO AS PESSOAS QUE SE ENCONTRAM EM SITUACAO DE VULNERABILIDADE SOCIAL, POR DECORRENCIA DA PANDEMIA DA COVID-19 (NOVO CORONAVIRUS)",63350,"Edital: 16/04/2020
Homologação: 11/05/2020
Julgamento: 05/05/2020
Adjudicação: 05/05/2020
Data de publicação: 17/04/2020
Prazo de Execução: 12 Meses
",Finalizado,,
57, 000031/2020," 0142/2020
",Pregão,Menor Preço,,30/04/2020,"CONTRATACAO DE SERVICOS DE CONSULTORIA EM ENGENHARIA PARA ELABORACAO DE PROJETO DE ILUMINACAO PUBLICA, COM TECNOLOGIA LED, SERVICOS DE MEDICAO E VERIFICACAO - M & V, ALEM DE SERVICOS DE APOIO TECNICO A FISCALIZACAO, SUPERVISAO E GERENCIAMENTO DE OBRA, ESTABELECIDOS NO TERMO DE COOPERACAO TECNICA CELEBRADO COM A ELETROBRAS, NO AMBITO DO PROCEL RELUZ",44715,"Edital: 13/04/2020
Homologação: 07/05/2020
Julgamento: 30/04/2020
Adjudicação: 30/04/2020
Data de publicação: 14/04/2020
Prazo de Execução: 12 Meses
",Finalizado,,
58, 000031/2020 / A," 0142/2020 / ADITIVO
",Pregão,Menor Preço,01/04/2021,30/04/2020,"CONTRATACAO DE SERVICOS DE CONSULTORIA EM ENGENHARIA PARA ELABORACAO DE PROJETO DE ILUMINACAO PUBLICA, COM TECNOLOGIA LED, SERVICOS DE MEDICAO E VERIFICACAO - M & V, ALEM DE SERVICOS DE APOIO TECNICO A FISCALIZACAO, SUPERVISAO E GERENCIAMENTO DE OBRA, ESTABELECIDOS NO TERMO DE COOPERACAO TECNICA CELEBRADO COM A ELETROBRAS, NO AMBITO DO PROCEL RELUZ",4728.72,"Edital: 13/04/2020
Homologação: 07/05/2020
Julgamento: 30/04/2020
Adjudicação: 30/04/2020
Data de publicação: 14/04/2020
Prazo de Execução: 12 Meses
",Finalizado,,
59, 000030/2020," 0147/2020
 0147/2020
 0147/2020
 0147/2020
",Tomada de Preços,Menor Preço,,24/04/2020,"CONTRATACAO DE EMPRESA DO RAMO (ESPECIALIZADA), PARA A REVITALIZACAO DA PRACA JOSE PROCOPIO JUNQUEIRA, COM AREA TOTAL DE INTERVENCAO DE 6375.39 M², ONDE SERAO EXECUTADOS OS SERVICOS DE TROCA DE PISOS, SUBSTITUICAO DE BANCOS, LUMINARIAS E LIXEIRAS E PAISAGISMO.",558400,"Edital: 06/04/2020
Homologação: 19/05/2020
Julgamento: 24/04/2020
Adjudicação: 11/05/2020
Data de publicação: 07/04/2020
Prazo de Execução: 6 Meses
",Finalizado,,
60, 000030/2020 / A," 0147/2020 / ADITIVO
",Tomada de Preços,Menor Preço,05/07/2021,24/04/2020,"CONTRATACAO DE EMPRESA DO RAMO (ESPECIALIZADA), PARA A REVITALIZACAO DA PRACA JOSE PROCOPIO JUNQUEIRA, COM AREA TOTAL DE INTERVENCAO DE 6375.39 M², ONDE SERAO EXECUTADOS OS SERVICOS DE TROCA DE PISOS, SUBSTITUICAO DE BANCOS, LUMINARIAS E LIXEIRAS E PAISAGISMO.",135929.72,"Edital: 06/04/2020
Homologação: 19/05/2020
Julgamento: 24/04/2020
Adjudicação: 11/05/2020
Data de publicação: 07/04/2020
Prazo de Execução: 6 Meses
",Finalizado,,
61, 000029/2020," 0133/2020
 0131/2020
 0132/2020
 0134/2020
 0135/2020
 0136/2020
",Pregão,Menor Preço,,23/04/2020,AQUISICAO DE PNEUS E ACESSORIOS PARA A MANUTENCAO DOS VEICULOS E MAQUINAS PERTECENTE A FROTA MUNICIPAL.,763298.3,"Edital: 01/04/2020
Homologação: 29/04/2020
Julgamento: 23/04/2020
Adjudicação: 29/04/2020
Data de publicação: 01/04/2020
Prazo de Execução: 12 Meses
",Finalizado,,
62, 000028/2020," 0121/2020
 0120/2020
 0122/2020
 0119/2020
 0125/2020
 0126/2020
 0123/2020
 0124/2020
 0127/2020
",Pregão,Menor Preço,,17/04/2020,AQUISICAO DE MEDICAMENTOS PARA A MANUTENCAO DO SETOR DE SAUDE MUNICIPAL.,1461008.77,"Edital: 30/03/2020
Homologação: 27/04/2020
Julgamento: 17/04/2020
Adjudicação: 17/04/2020
Data de publicação: 30/03/2020
Prazo de Execução: 12 Meses
",Finalizado,,
63, 000028/2020 / A," 0125/2020 / ADITIVO
 0127/2020 / ADITIVO
",Pregão,Menor Preço,19/02/2021,17/04/2020,AQUISICAO DE MEDICAMENTOS PARA A MANUTENCAO DO SETOR DE SAUDE MUNICIPAL.,1690,"Edital: 30/03/2020
Homologação: 27/04/2020
Julgamento: 17/04/2020
Adjudicação: 17/04/2020
Data de publicação: 30/03/2020
Prazo de Execução: 12 Meses
",Finalizado,,
64, 000028/2020 / B,,Pregão,Menor Preço,11/03/2021,17/04/2020,AQUISICAO DE MEDICAMENTOS PARA A MANUTENCAO DO SETOR DE SAUDE MUNICIPAL.,580,"Edital: 30/03/2020
Homologação: 27/04/2020
Julgamento: 17/04/2020
Adjudicação: 17/04/2020
Data de publicação: 30/03/2020
Prazo de Execução: 12 Meses
",Finalizado,,
65, 000027/2020," 0137/2020
",Pregão,Menor Preço,,16/04/2020,CONTRATACAO DE EMPRESA PARA FORNECIMENTO DE REFEICOES E REFRIGERANTES PARA ATENDER AOS DIVERSOS SETORES DA ADMINISTRACAO DO MUNICIPIO DE CAREACU-MG.,38000,"Edital: 26/03/2020
Homologação: 30/04/2020
Julgamento: 16/04/2020
Adjudicação: 16/04/2020
Data de publicação: 26/03/2020
Prazo de Execução: 12 Meses
",Finalizado,,
66, 000026/2020," 0145/2020
 0145/2020
",Tomada de Preços,Menor Preço,,15/04/2020,"PAVIMENTACAO EM BLOQUETES DE CONCRETO SEXTAVADOS, COM MEIO FIO DE CONCRETO E SARJETA, NO PROLONGAMENTO DA RUA PREFEITO ANTONIO RIBEIRO NETO, BAIRRO NOVO HORIZONTE, CAREACU-MG.",113406.7,"Edital: 25/03/2020
Homologação: 12/05/2020
Julgamento: 15/04/2020
Adjudicação: 06/05/2020
Data de publicação: 25/03/2020
Prazo de Execução: 6 Meses
",Finalizado,,
67, 000025/2020," 0129/2020
 0130/2020
 0128/2020
",Pregão,Menor Preço,,14/04/2020,"AQUISICAO DE MATERIAIS DE CONSTRUCAO, PARA A MANUTENCAO DE VARIOS SETORES DA ADMINISTRACAO MUNICIPAL.",313887.8,"Edital: 25/03/2020
Homologação: 28/04/2020
Julgamento: 14/04/2020
Adjudicação: 28/04/2020
Data de publicação: 25/03/2020
Prazo de Execução: 12 Meses
",Finalizado,,
68, 000025/2020 / A," 0129/2020 / ADITIVO
 0128/2020 / ADITIVO
",Pregão,Menor Preço,27/01/2021,14/04/2020,"AQUISICAO DE MATERIAIS DE CONSTRUCAO, PARA A MANUTENCAO DE VARIOS SETORES DA ADMINISTRACAO MUNICIPAL.",56001.41,"Edital: 25/03/2020
Homologação: 28/04/2020
Julgamento: 14/04/2020
Adjudicação: 28/04/2020
Data de publicação: 25/03/2020
Prazo de Execução: 12 Meses
",Finalizado,,
69, 000024/2020," 0143/2020
 0143/2020
 0143/2020
 0143/2020
 0143/2020
 0143/2020
",Tomada de Preços,Menor Preço,,08/04/2020,PAVIMENTACAO DE 4147.55 M² EM BLOQUETES SEXTAVADOS DE CONCRETO COM MEIO FIO DE CONCRETO E DRENAGEM PLUVIAL PELA SARJETA DAS RUAS DO LOTEAMENTO PESCADOR E DO LOTEAMENTO NOVO HORIZONTE III E EXECUCAO DA REDE COLETORA DE ESGOTO NO LOTEAMENTO NOVO HORIZONTE III.,398046.14,"Edital: 19/03/2020
Homologação: 08/05/2020
Julgamento: 08/04/2020
Adjudicação: 04/05/2020
Data de publicação: 19/03/2020
Prazo de Execução: 6 Meses
",Finalizado,,
70, 000023/2020," 0112/2020
 0117/2020
 0113/2020
 0116/2020
 0114/2020
 0115/2020
",Pregão,Menor Preço,,02/04/2020,CONTRATACAO DE EMPRESA PARA O FORNECIMENTO DE MATERIAL DE LIMPEZA E UTENSILIOS PARA A MANUTENCAO DOS SETORES DA EDUCACAO E ADMINISTRACAO DA PREFEITURA MUNICIPAL.,615651.48,"Edital: 18/03/2020
Homologação: 14/04/2020
Julgamento: 02/04/2020
Adjudicação: 07/04/2020
Data de publicação: 18/03/2020
Prazo de Execução: 12 Meses
",Finalizado,,
71, 000022/2020," 0091/2020
",Dispensa,Menor Preço,,16/03/2020,"CONTRATACAO DE UMA EMPRESA PARA O FORNECIMENTO DE OVOS DE PASCOA, EM ATENDIMENTO AO SETOR DE EDUCACAO DESTE MUNICIPIO.",16000,"Homologação: 16/03/2020
Julgamento: 16/03/2020
Adjudicação: 16/03/2020
Prazo de Execução: 1 Mes
",Finalizado,,
72, 000021/2020," 0105/2020
",Pregão,Menor Preço,,27/03/2020,CONTRATACAO DE EMPRESA PARA AQUISICAO DE MOBILIARIO E MONTAGEM PARA A NOVA SEDE ADMINISTRATIVA DA PREFEITURA MUNICIPAL DE CAREACU.,233000,"Edital: 11/03/2020
Homologação: 02/04/2020
Julgamento: 27/03/2020
Adjudicação: 27/03/2020
Data de publicação: 11/03/2020
Prazo de Execução: 12 Meses
",Finalizado,,
73, 000020/2020," 0089/2020
",Inexigibilidade,Menor Preço,,11/03/2020,"CONTRATACAO DA DUPLA SERTANEJA MARIA CECILIA & RODOLFO, ATRAVÉS DA EMPRESA SERENZA ALVES SHOWS EIRELI, PARA A REALIZACAO DE SHOW, NO DIA 02 DE MAIO DE 2020, RESPECTIVAMENTE, A PARTIR DAS 23H59MIN, NO EVENTO CULTURAL ""AGITA CAREACU 15 ANOS"", CONFORME CALENDARIO CULTURAL DO MUNICIPIO DE CAREACU.",65000,"Homologação: 12/03/2020
Julgamento: 11/03/2020
Adjudicação: 11/03/2020
",Finalizado,,
74, 000018/2020," 0087/2020
",Dispensa,Menor Preço,,06/03/2020,CONTRATACAO DE EMPRESA PARA O LEVANTAMENTO PLANIALTIMETRICO DO BAIRRO NOVO HORIZONTE PARA ELABORACAO DAS MALHAS DE CURVAS DE NIVEIS E ACOMPANHAMENTO DA OBRA DO BAIRRO NOVO HORIZONTE PARA TERRAPLANAGEM CORTE ATERRO.,9500,"Homologação: 06/03/2020
Julgamento: 06/03/2020
Adjudicação: 06/03/2020
Prazo de Execução: 1 Mes
",Finalizado,,
75, 000016/2020," 0096/2020
 0099/2020
 0097/2020
 0095/2020
 0098/2020
",Dispensa,Menor Preço,,20/03/2020,"AQUISICAO DE GENEROS ALIMENTICIOS, ATRAVES DE GRUPOS FORMAIS DA AGRICULTURA FAMILIAR E DE EMPREENDEDORES FAMILIARES RURAIS CONSTITUIDOS EM COOPERATIVAS E ASSOCIACOES OIU GRUPOS INFORMAIS DE AGRICULTORES FAMILIARES PARA ATENDER A DEMANDA DO PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR - PNAE",127443.8,"Homologação: 30/03/2020
Julgamento: 20/03/2020
Adjudicação: 20/03/2020
Prazo de Execução: 12 Meses
",Finalizado,,
76, 000014/2020," 0111/2020
",Tomada de Preços,Menor Preço,,02/03/2020,"CONTRATACAO DE EMPRESA DO RAMO (ESPECIALIZADA), PARA A INSTALACAO DE USINA DE ENERGIA SOLAR FOTOVOLTAICA NO MUNICIPIO DE CAREACU/MG.",378620,"Edital: 14/02/2020
Homologação: 13/04/2020
Julgamento: 06/03/2020
Adjudicação: 26/03/2020
Data de publicação: 14/02/2020
Prazo de Execução: 6 Meses
",Finalizado,,
77, 000013/2020," 0088/2020
",Pregão,Menor Preço,,03/03/2020,CONTRATACAO DE EMPRESA PARA AQUISICAO DE COMPUTADORES PARA O ATENDIMENTO DO SETOR DE SAUDE MUNICIPAL.,3447,"Edital: 12/02/2020
Homologação: 09/03/2020
Julgamento: 03/03/2020
Adjudicação: 03/03/2020
Data de publicação: 12/02/2020
Prazo de Execução: 12 Meses
",Finalizado,,
